[ 2026-05-11 17:32:52,458 ] 19 root - INFO - Initiate the data ingestion.
[ 2026-05-11 17:33:07,492 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-11 17:33:07,492 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-11 17:33:07,492 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-11 17:33:07,528 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-11 17:33:07,532 ] 26 root - INFO - Initiate the data validation.
[ 2026-05-11 17:33:07,560 ] 33 root - INFO - Required number of columns:31
[ 2026-05-11 17:33:07,560 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-11 17:33:07,560 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-11 17:33:07,560 ] 33 root - INFO - Required number of columns:31
[ 2026-05-11 17:33:07,560 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-11 17:33:07,560 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-11 17:33:07,653 ] 30 root - INFO - data Validation Completed
[ 2026-05-11 17:33:07,653 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-11 17:33:07,653 ] 67 root - INFO - Starting data transformation
[ 2026-05-11 17:33:07,667 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-11 17:33:07,667 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-11 17:33:07,685 ] 81 root - INFO - \U0001f680 Training started: Random Forest
[ 2026-05-11 17:33:13,033 ] 105 root - INFO - Random Forest | Train Score: 0.9588 | Test Score: 0.8810
[ 2026-05-11 17:33:13,033 ] 81 root - INFO - \U0001f680 Training started: Decision Tree
[ 2026-05-11 17:33:13,232 ] 105 root - INFO - Decision Tree | Train Score: 0.9313 | Test Score: 0.7876
[ 2026-05-11 17:33:13,232 ] 81 root - INFO - \U0001f680 Training started: Gradient Boosting
[ 2026-05-11 17:33:17,816 ] 105 root - INFO - Gradient Boosting | Train Score: 0.8905 | Test Score: 0.8407
[ 2026-05-11 17:33:17,816 ] 81 root - INFO - \U0001f680 Training started: Logistic Regression
[ 2026-05-11 17:33:18,063 ] 105 root - INFO - Logistic Regression | Train Score: 0.7149 | Test Score: 0.6923
[ 2026-05-11 17:33:18,063 ] 81 root - INFO - \U0001f680 Training started: XGBClassifier
[ 2026-05-11 17:33:19,509 ] 105 root - INFO - XGBClassifier | Train Score: 0.9455 | Test Score: 0.8627
[ 2026-05-11 17:33:19,509 ] 81 root - INFO - \U0001f680 Training started: CatBoost Classifier
[ 2026-05-11 17:33:23,042 ] 105 root - INFO - CatBoost Classifier | Train Score: 0.9340 | Test Score: 0.8663
[ 2026-05-11 17:33:23,042 ] 81 root - INFO - \U0001f680 Training started: AdaBoost Classifier
[ 2026-05-11 17:33:24,094 ] 105 root - INFO - AdaBoost Classifier | Train Score: 0.7369 | Test Score: 0.6759
[ 2026-05-11 17:33:24,095 ] 81 root - INFO - \U0001f680 Training started: KNeighborsClassifier
[ 2026-05-11 17:33:27,517 ] 105 root - INFO - KNeighborsClassifier | Train Score: 0.9592 | Test Score: 0.8407
[ 2026-05-11 17:33:27,517 ] 81 root - INFO - \U0001f680 Training started: SVM
[ 2026-05-11 17:33:38,584 ] 105 root - INFO - SVM | Train Score: 0.8996 | Test Score: 0.8260
[ 2026-05-11 17:33:38,584 ] 116 root - INFO - Best model before tuning: Random Forest | Score: 0.8810
