[ 2026-05-12 18:04:01,280 ] 19 root - INFO - Initiate the data ingestion.
[ 2026-05-12 18:04:16,662 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-12 18:04:16,662 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-12 18:04:16,662 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-12 18:04:16,700 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-12 18:04:16,710 ] 26 root - INFO - Initiate the data validation.
[ 2026-05-12 18:04:16,745 ] 33 root - INFO - Required number of columns:31
[ 2026-05-12 18:04:16,745 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-12 18:04:16,745 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-12 18:04:16,745 ] 33 root - INFO - Required number of columns:31
[ 2026-05-12 18:04:16,745 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-12 18:04:16,745 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-12 18:04:16,838 ] 30 root - INFO - data Validation Completed
[ 2026-05-12 18:04:16,838 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-12 18:04:16,838 ] 67 root - INFO - Starting data transformation
[ 2026-05-12 18:04:16,852 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-12 18:04:16,852 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-12 18:04:16,873 ] 81 root - INFO - \U0001f680 Training started: Random Forest
[ 2026-05-12 18:04:23,746 ] 105 root - INFO - Random Forest | Train Score: 0.9584 | Test Score: 0.8912
[ 2026-05-12 18:04:23,746 ] 81 root - INFO - \U0001f680 Training started: Decision Tree
[ 2026-05-12 18:04:23,937 ] 105 root - INFO - Decision Tree | Train Score: 0.9245 | Test Score: 0.8341
[ 2026-05-12 18:04:23,937 ] 81 root - INFO - \U0001f680 Training started: Gradient Boosting
[ 2026-05-12 18:04:28,756 ] 105 root - INFO - Gradient Boosting | Train Score: 0.8842 | Test Score: 0.8636
[ 2026-05-12 18:04:28,756 ] 81 root - INFO - \U0001f680 Training started: Logistic Regression
[ 2026-05-12 18:04:29,005 ] 105 root - INFO - Logistic Regression | Train Score: 0.7076 | Test Score: 0.7253
[ 2026-05-12 18:04:29,005 ] 81 root - INFO - \U0001f680 Training started: XGBClassifier
[ 2026-05-12 18:04:30,579 ] 105 root - INFO - XGBClassifier | Train Score: 0.9350 | Test Score: 0.8894
[ 2026-05-12 18:04:30,579 ] 81 root - INFO - \U0001f680 Training started: CatBoost Classifier
[ 2026-05-12 18:04:34,521 ] 105 root - INFO - CatBoost Classifier | Train Score: 0.9286 | Test Score: 0.8857
[ 2026-05-12 18:04:34,521 ] 81 root - INFO - \U0001f680 Training started: AdaBoost Classifier
[ 2026-05-12 18:04:35,561 ] 105 root - INFO - AdaBoost Classifier | Train Score: 0.7245 | Test Score: 0.7548
[ 2026-05-12 18:04:35,561 ] 81 root - INFO - \U0001f680 Training started: KNeighborsClassifier
[ 2026-05-12 18:04:38,795 ] 105 root - INFO - KNeighborsClassifier | Train Score: 0.9584 | Test Score: 0.8543
[ 2026-05-12 18:04:38,795 ] 81 root - INFO - \U0001f680 Training started: SVM
[ 2026-05-12 18:04:50,893 ] 105 root - INFO - SVM | Train Score: 0.8979 | Test Score: 0.8580
[ 2026-05-12 18:04:50,893 ] 129 root - INFO - Best model : Random Forest | Score: 0.8912
[ 2026-05-12 18:05:04,492 ] 174 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_12_2026_18_03_57\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9907492121581783, precision_score=0.9870366619404497, recall_score=0.9944897959183674), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9755520504731862, precision_score=0.9671618451915559, recall_score=0.9840891010342084))
