[ 2026-05-09 22:20:09,030 ] 17 root - INFO - Initiate the data ingestion.
[ 2026-05-09 22:20:29,654 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-09 22:20:29,654 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-09 22:20:29,654 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-09 22:20:29,689 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-09 22:20:29,693 ] 24 root - INFO - Initiate the data validation.
[ 2026-05-09 22:20:29,728 ] 33 root - INFO - Required number of columns:31
[ 2026-05-09 22:20:29,728 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-09 22:20:29,728 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-09 22:20:29,728 ] 33 root - INFO - Required number of columns:31
[ 2026-05-09 22:20:29,728 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-09 22:20:29,728 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-09 22:20:29,829 ] 28 root - INFO - data Validation Completed
