[ 2026-05-11 18:23:00,007 ] 19 root - INFO - Initiate the data ingestion.
[ 2026-05-11 18:23:15,695 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-11 18:23:15,695 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-11 18:23:15,695 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-11 18:23:15,731 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-11 18:23:15,734 ] 26 root - INFO - Initiate the data validation.
[ 2026-05-11 18:23:15,767 ] 33 root - INFO - Required number of columns:31
[ 2026-05-11 18:23:15,767 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-11 18:23:15,767 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-11 18:23:15,767 ] 33 root - INFO - Required number of columns:31
[ 2026-05-11 18:23:15,767 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-11 18:23:15,767 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-11 18:23:15,871 ] 30 root - INFO - data Validation Completed
[ 2026-05-11 18:23:15,871 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-11 18:23:15,871 ] 67 root - INFO - Starting data transformation
[ 2026-05-11 18:23:15,884 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-11 18:23:15,884 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-11 18:23:15,902 ] 81 root - INFO - \U0001f680 Training started: Random Forest
[ 2026-05-11 18:23:21,115 ] 105 root - INFO - Random Forest | Train Score: 0.9578 | Test Score: 0.9195
[ 2026-05-11 18:23:21,115 ] 81 root - INFO - \U0001f680 Training started: Decision Tree
[ 2026-05-11 18:23:21,307 ] 105 root - INFO - Decision Tree | Train Score: 0.9358 | Test Score: 0.8628
[ 2026-05-11 18:23:21,307 ] 81 root - INFO - \U0001f680 Training started: Gradient Boosting
[ 2026-05-11 18:23:25,809 ] 105 root - INFO - Gradient Boosting | Train Score: 0.8863 | Test Score: 0.8738
[ 2026-05-11 18:23:25,809 ] 81 root - INFO - \U0001f680 Training started: Logistic Regression
[ 2026-05-11 18:23:26,038 ] 105 root - INFO - Logistic Regression | Train Score: 0.7125 | Test Score: 0.7256
[ 2026-05-11 18:23:26,039 ] 81 root - INFO - \U0001f680 Training started: XGBClassifier
[ 2026-05-11 18:23:27,345 ] 105 root - INFO - XGBClassifier | Train Score: 0.9381 | Test Score: 0.9140
[ 2026-05-11 18:23:27,345 ] 81 root - INFO - \U0001f680 Training started: CatBoost Classifier
[ 2026-05-11 18:23:31,067 ] 105 root - INFO - CatBoost Classifier | Train Score: 0.9257 | Test Score: 0.9067
[ 2026-05-11 18:23:31,067 ] 81 root - INFO - \U0001f680 Training started: AdaBoost Classifier
[ 2026-05-11 18:23:32,035 ] 105 root - INFO - AdaBoost Classifier | Train Score: 0.7268 | Test Score: 0.7457
[ 2026-05-11 18:23:32,035 ] 81 root - INFO - \U0001f680 Training started: KNeighborsClassifier
[ 2026-05-11 18:23:34,839 ] 105 root - INFO - KNeighborsClassifier | Train Score: 0.9546 | Test Score: 0.8610
[ 2026-05-11 18:23:34,840 ] 81 root - INFO - \U0001f680 Training started: SVM
[ 2026-05-11 18:23:46,420 ] 105 root - INFO - SVM | Train Score: 0.9014 | Test Score: 0.8719
[ 2026-05-11 18:23:46,420 ] 116 root - INFO - Best model : Random Forest | Score: 0.9195
[ 2026-05-11 18:23:46,639 ] 153 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_11_2026_18_22_58\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9908962168723447, precision_score=0.9892950919006261, recall_score=0.9925025329280649), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9813160032493907, precision_score=0.9741935483870968, recall_score=0.9885433715220949))
