[ 2026-05-14 15:25:00,467 ] 38 root - INFO - Start data Ingestion
[ 2026-05-14 15:25:12,140 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-14 15:25:12,140 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-14 15:25:12,140 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-14 15:25:12,176 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-14 15:25:12,177 ] 41 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts\\05_14_2026_15_24_37\\data_ingestion\\ingested\\train.csv', test_file_path='Artifacts\\05_14_2026_15_24_37\\data_ingestion\\ingested\\test.csv')
[ 2026-05-14 15:25:12,181 ] 51 root - INFO - Initiate the data Validation
[ 2026-05-14 15:25:12,215 ] 33 root - INFO - Required number of columns:31
[ 2026-05-14 15:25:12,215 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-14 15:25:12,215 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-14 15:25:12,215 ] 33 root - INFO - Required number of columns:31
[ 2026-05-14 15:25:12,215 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-14 15:25:12,215 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-14 15:25:12,313 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-14 15:25:12,313 ] 67 root - INFO - Starting data transformation
[ 2026-05-14 15:25:12,327 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-14 15:25:12,327 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-14 15:25:12,911 ] 81 root - INFO - \U0001f680 Training started: Decision Tree
[ 2026-05-14 15:25:17,078 ] 104 root - INFO - Decision Tree | Train Score: 0.8918 | Test Score: 0.8409
[ 2026-05-14 15:25:17,078 ] 81 root - INFO - \U0001f680 Training started: Gradient Boosting
[ 2026-05-14 15:25:21,733 ] 104 root - INFO - Gradient Boosting | Train Score: 0.9523 | Test Score: 0.9013
[ 2026-05-14 15:25:21,733 ] 81 root - INFO - \U0001f680 Training started: Logistic Regression
[ 2026-05-14 15:25:23,757 ] 104 root - INFO - Logistic Regression | Train Score: 0.7107 | Test Score: 0.6965
[ 2026-05-14 15:25:23,757 ] 81 root - INFO - \U0001f680 Training started: XGBClassifier
[ 2026-05-14 15:25:25,477 ] 104 root - INFO - XGBClassifier | Train Score: 0.9308 | Test Score: 0.9049
[ 2026-05-14 15:25:25,477 ] 81 root - INFO - \U0001f680 Training started: CatBoost Classifier
[ 2026-05-14 15:25:34,281 ] 104 root - INFO - CatBoost Classifier | Train Score: 0.9528 | Test Score: 0.9031
[ 2026-05-14 15:25:34,281 ] 81 root - INFO - \U0001f680 Training started: AdaBoost Classifier
[ 2026-05-14 15:25:36,131 ] 104 root - INFO - AdaBoost Classifier | Train Score: 0.7203 | Test Score: 0.7276
[ 2026-05-14 15:25:36,131 ] 81 root - INFO - \U0001f680 Training started: Random Forest
[ 2026-05-14 15:25:40,102 ] 104 root - INFO - Random Forest | Train Score: 0.9578 | Test Score: 0.8994
[ 2026-05-14 15:25:40,102 ] 81 root - INFO - \U0001f680 Training started: KNeighborsClassifier
[ 2026-05-14 15:25:43,669 ] 104 root - INFO - KNeighborsClassifier | Train Score: 0.9578 | Test Score: 0.8684
[ 2026-05-14 15:25:43,669 ] 81 root - INFO - \U0001f680 Training started: SVM
[ 2026-05-14 15:26:04,118 ] 104 root - INFO - SVM | Train Score: 0.9546 | Test Score: 0.8738
[ 2026-05-14 15:26:08,185 ] 203 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_14_2026_15_24_37\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9871756033525194, precision_score=0.984491440080564, recall_score=0.9898744430943702), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9832857725234407, precision_score=0.9773095623987034, recall_score=0.9893355209187858))
