[ 2026-05-14 23:03:25,249 ] 38 root - INFO - Start data Ingestion
[ 2026-05-14 23:03:36,193 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-14 23:03:36,193 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-14 23:03:36,194 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-14 23:03:36,230 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-14 23:03:36,231 ] 41 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts\\05_14_2026_23_03_10\\data_ingestion\\ingested\\train.csv', test_file_path='Artifacts\\05_14_2026_23_03_10\\data_ingestion\\ingested\\test.csv')
[ 2026-05-14 23:03:36,234 ] 51 root - INFO - Initiate the data Validation
[ 2026-05-14 23:03:36,270 ] 33 root - INFO - Required number of columns:31
[ 2026-05-14 23:03:36,270 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-14 23:03:36,270 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-14 23:03:36,270 ] 33 root - INFO - Required number of columns:31
[ 2026-05-14 23:03:36,270 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-14 23:03:36,270 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-14 23:03:36,354 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-14 23:03:36,354 ] 67 root - INFO - Starting data transformation
[ 2026-05-14 23:03:36,370 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-14 23:03:36,370 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-14 23:03:37,026 ] 81 root - INFO - \U0001f680 Training started: Decision Tree
[ 2026-05-14 23:03:41,604 ] 104 root - INFO - Decision Tree | Train Score: 0.8154 | Test Score: 0.7248
[ 2026-05-14 23:03:41,604 ] 81 root - INFO - \U0001f680 Training started: Gradient Boosting
[ 2026-05-14 23:03:46,710 ] 104 root - INFO - Gradient Boosting | Train Score: 0.9533 | Test Score: 0.8844
[ 2026-05-14 23:03:46,710 ] 81 root - INFO - \U0001f680 Training started: Logistic Regression
[ 2026-05-14 23:03:47,824 ] 104 root - INFO - Logistic Regression | Train Score: 0.7105 | Test Score: 0.7156
[ 2026-05-14 23:03:47,824 ] 81 root - INFO - \U0001f680 Training started: XGBClassifier
[ 2026-05-14 23:03:49,750 ] 104 root - INFO - XGBClassifier | Train Score: 0.9551 | Test Score: 0.8881
[ 2026-05-14 23:03:49,750 ] 81 root - INFO - \U0001f680 Training started: CatBoost Classifier
[ 2026-05-14 23:03:58,615 ] 104 root - INFO - CatBoost Classifier | Train Score: 0.9491 | Test Score: 0.8734
[ 2026-05-14 23:03:58,615 ] 81 root - INFO - \U0001f680 Training started: AdaBoost Classifier
[ 2026-05-14 23:04:01,142 ] 104 root - INFO - AdaBoost Classifier | Train Score: 0.7338 | Test Score: 0.7266
[ 2026-05-14 23:04:01,142 ] 81 root - INFO - \U0001f680 Training started: Random Forest
[ 2026-05-14 23:04:06,063 ] 104 root - INFO - Random Forest | Train Score: 0.9505 | Test Score: 0.8679
[ 2026-05-14 23:04:06,063 ] 81 root - INFO - \U0001f680 Training started: KNeighborsClassifier
[ 2026-05-14 23:04:10,131 ] 104 root - INFO - KNeighborsClassifier | Train Score: 0.9620 | Test Score: 0.8551
[ 2026-05-14 23:04:10,131 ] 81 root - INFO - \U0001f680 Training started: SVM
[ 2026-05-14 23:04:33,519 ] 104 root - INFO - SVM | Train Score: 0.8919 | Test Score: 0.8404
[ 2026-05-14 23:04:37,763 ] 203 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_14_2026_23_03_10\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9881326706562532, precision_score=0.9864317537464561, recall_score=0.989839463523674), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9717741935483871, precision_score=0.9686495176848875, recall_score=0.9749190938511327))
