[ 2026-05-11 17:41:25,423 ] 19 root - INFO - Initiate the data ingestion.
[ 2026-05-11 17:44:31,654 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-11 17:44:31,654 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-11 17:44:31,655 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-11 17:44:31,692 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-11 17:44:31,695 ] 26 root - INFO - Initiate the data validation.
[ 2026-05-11 17:44:31,734 ] 33 root - INFO - Required number of columns:31
[ 2026-05-11 17:44:31,734 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-11 17:44:31,734 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-11 17:44:31,734 ] 33 root - INFO - Required number of columns:31
[ 2026-05-11 17:44:31,734 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-11 17:44:31,734 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-11 17:44:31,828 ] 30 root - INFO - data Validation Completed
[ 2026-05-11 17:44:31,828 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-11 17:44:31,828 ] 67 root - INFO - Starting data transformation
[ 2026-05-11 17:44:31,842 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-11 17:44:31,842 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-11 17:44:31,862 ] 81 root - INFO - \U0001f680 Training started: Random Forest
[ 2026-05-11 17:44:37,690 ] 105 root - INFO - Random Forest | Train Score: 0.9624 | Test Score: 0.8863
[ 2026-05-11 17:44:37,690 ] 81 root - INFO - \U0001f680 Training started: Decision Tree
[ 2026-05-11 17:44:37,878 ] 105 root - INFO - Decision Tree | Train Score: 0.9308 | Test Score: 0.8184
[ 2026-05-11 17:44:37,879 ] 81 root - INFO - \U0001f680 Training started: Gradient Boosting
[ 2026-05-11 17:44:42,459 ] 105 root - INFO - Gradient Boosting | Train Score: 0.8873 | Test Score: 0.8478
[ 2026-05-11 17:44:42,459 ] 81 root - INFO - \U0001f680 Training started: Logistic Regression
[ 2026-05-11 17:44:42,688 ] 105 root - INFO - Logistic Regression | Train Score: 0.7072 | Test Score: 0.7322
[ 2026-05-11 17:44:42,688 ] 81 root - INFO - \U0001f680 Training started: XGBClassifier
[ 2026-05-11 17:44:43,984 ] 105 root - INFO - XGBClassifier | Train Score: 0.9381 | Test Score: 0.8936
[ 2026-05-11 17:44:43,984 ] 81 root - INFO - \U0001f680 Training started: CatBoost Classifier
[ 2026-05-11 17:44:47,497 ] 105 root - INFO - CatBoost Classifier | Train Score: 0.9294 | Test Score: 0.8790
[ 2026-05-11 17:44:47,497 ] 81 root - INFO - \U0001f680 Training started: AdaBoost Classifier
[ 2026-05-11 17:44:48,448 ] 105 root - INFO - AdaBoost Classifier | Train Score: 0.7324 | Test Score: 0.7378
[ 2026-05-11 17:44:48,448 ] 81 root - INFO - \U0001f680 Training started: KNeighborsClassifier
[ 2026-05-11 17:44:51,257 ] 105 root - INFO - KNeighborsClassifier | Train Score: 0.9624 | Test Score: 0.8753
[ 2026-05-11 17:44:51,257 ] 81 root - INFO - \U0001f680 Training started: SVM
[ 2026-05-11 17:45:02,931 ] 105 root - INFO - SVM | Train Score: 0.9001 | Test Score: 0.8441
[ 2026-05-11 17:45:02,931 ] 116 root - INFO - Best model before tuning: XGBClassifier | Score: 0.8936
[ 2026-05-11 17:45:03,014 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_11_2026_17_41_24\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9874239350912779, precision_score=0.9860239011545473, recall_score=0.9888279504367256), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9745248685806712, precision_score=0.9725585149313963, recall_score=0.9764991896272285))
