[ 2026-05-12 18:48:40,068 ] 19 root - INFO - Initiate the data ingestion.
[ 2026-05-12 18:48:55,250 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-12 18:48:55,251 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-12 18:48:55,251 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-12 18:48:55,286 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-12 18:48:55,290 ] 26 root - INFO - Initiate the data validation.
[ 2026-05-12 18:48:55,322 ] 33 root - INFO - Required number of columns:31
[ 2026-05-12 18:48:55,322 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-12 18:48:55,322 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-12 18:48:55,322 ] 33 root - INFO - Required number of columns:31
[ 2026-05-12 18:48:55,322 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-12 18:48:55,322 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-12 18:48:55,424 ] 30 root - INFO - data Validation Completed
[ 2026-05-12 18:48:55,424 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-12 18:48:55,424 ] 67 root - INFO - Starting data transformation
[ 2026-05-12 18:48:55,437 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-12 18:48:55,437 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-12 18:48:55,987 ] 81 root - INFO - \U0001f680 Training started: Random Forest
[ 2026-05-12 18:49:03,867 ] 103 root - INFO - Random Forest | Train Score: 0.9615 | Test Score: 0.8866
[ 2026-05-12 18:49:03,867 ] 81 root - INFO - \U0001f680 Training started: Decision Tree
[ 2026-05-12 18:49:04,069 ] 103 root - INFO - Decision Tree | Train Score: 0.9404 | Test Score: 0.8354
[ 2026-05-12 18:49:04,069 ] 81 root - INFO - \U0001f680 Training started: Gradient Boosting
[ 2026-05-12 18:49:10,077 ] 103 root - INFO - Gradient Boosting | Train Score: 0.9344 | Test Score: 0.8720
[ 2026-05-12 18:49:10,078 ] 81 root - INFO - \U0001f680 Training started: Logistic Regression
[ 2026-05-12 18:49:10,314 ] 103 root - INFO - Logistic Regression | Train Score: 0.7185 | Test Score: 0.6947
[ 2026-05-12 18:49:10,314 ] 81 root - INFO - \U0001f680 Training started: XGBClassifier
[ 2026-05-12 18:49:11,717 ] 103 root - INFO - XGBClassifier | Train Score: 0.9349 | Test Score: 0.8702
[ 2026-05-12 18:49:11,718 ] 81 root - INFO - \U0001f680 Training started: CatBoost Classifier
[ 2026-05-12 18:49:15,424 ] 103 root - INFO - CatBoost Classifier | Train Score: 0.9276 | Test Score: 0.8757
[ 2026-05-12 18:49:15,424 ] 81 root - INFO - \U0001f680 Training started: AdaBoost Classifier
[ 2026-05-12 18:49:16,399 ] 103 root - INFO - AdaBoost Classifier | Train Score: 0.7290 | Test Score: 0.7056
[ 2026-05-12 18:49:16,399 ] 81 root - INFO - \U0001f680 Training started: KNeighborsClassifier
[ 2026-05-12 18:49:19,442 ] 103 root - INFO - KNeighborsClassifier | Train Score: 0.9615 | Test Score: 0.8610
[ 2026-05-12 18:49:19,442 ] 81 root - INFO - \U0001f680 Training started: SVM
[ 2026-05-12 18:49:31,032 ] 103 root - INFO - SVM | Train Score: 0.8968 | Test Score: 0.8501
[ 2026-05-12 18:49:34,934 ] 170 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_12_2026_18_48_37\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9915185783521809, precision_score=0.9887233185662505, recall_score=0.9943296881328473), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9740470397404704, precision_score=0.9631114675220529, recall_score=0.985233798195242))
