[ 2026-05-10 22:05:26,437 ] 18 root - INFO - Initiate the data ingestion.
[ 2026-05-10 22:06:07,619 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-10 22:06:07,620 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-10 22:06:07,620 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-10 22:06:07,655 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-10 22:06:07,667 ] 25 root - INFO - Initiate the data validation.
[ 2026-05-10 22:06:07,701 ] 33 root - INFO - Required number of columns:31
[ 2026-05-10 22:06:07,702 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-10 22:06:07,702 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-10 22:06:07,702 ] 33 root - INFO - Required number of columns:31
[ 2026-05-10 22:06:07,702 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-10 22:06:07,702 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-10 22:06:07,802 ] 29 root - INFO - data Validation Completed
[ 2026-05-10 22:06:07,802 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-10 22:06:07,802 ] 67 root - INFO - Starting data transformation
[ 2026-05-10 22:06:07,817 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-10 22:06:07,817 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-10 22:06:07,821 ] 34 root - INFO - Entered the save_numpy_array_data function
[ 2026-05-10 22:06:07,822 ] 38 root - INFO - Exited the save_numpy_array_data function
[ 2026-05-10 22:06:07,822 ] 34 root - INFO - Entered the save_numpy_array_data function
[ 2026-05-10 22:06:07,823 ] 38 root - INFO - Exited the save_numpy_array_data function
[ 2026-05-10 22:06:07,823 ] 45 root - INFO - Entered the save_object function
[ 2026-05-10 22:06:07,824 ] 49 root - INFO - Exited the save_object function
