[ 2026-05-11 17:30:01,790 ] 19 root - INFO - Initiate the data ingestion.
[ 2026-05-11 17:30:16,945 ] 69 root - INFO - Performed train test split on the dataframe
[ 2026-05-11 17:30:16,945 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-11 17:30:16,945 ] 79 root - INFO - Exporting train and test file path.
[ 2026-05-11 17:30:16,982 ] 88 root - INFO - Exported train and test file path.
[ 2026-05-11 17:30:16,985 ] 26 root - INFO - Initiate the data validation.
[ 2026-05-11 17:30:17,022 ] 33 root - INFO - Required number of columns:31
[ 2026-05-11 17:30:17,022 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-11 17:30:17,022 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-11 17:30:17,022 ] 33 root - INFO - Required number of columns:31
[ 2026-05-11 17:30:17,022 ] 34 root - INFO - Data frame has columns:31
[ 2026-05-11 17:30:17,022 ] 38 root - INFO - Numbers of columns are valid.
[ 2026-05-11 17:30:17,131 ] 30 root - INFO - data Validation Completed
[ 2026-05-11 17:30:17,131 ] 65 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-11 17:30:17,131 ] 67 root - INFO - Starting data transformation
[ 2026-05-11 17:30:17,144 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-11 17:30:17,144 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-11 17:30:17,165 ] 81 root - INFO - \U0001f680 Training started: Random Forest
